num_modules,num_memory_regions,num_private_regions,num_executable_regions,num_rw_regions,num_rx_regions,num_threads,num_handles,cpu_usage,working_set_mb,private_bytes_mb,io_read_mb,io_write_kb,entropy_mean,entropy_max,has_mz_header,has_pe_header,cross_process_writes_count,api_writeprocessmemory_count,api_createremotethread_count,ntqueueapc_present
21,2451,979,4,975,4,22,613,0.0,26.2,142.9,2.9051,28925.952,0.2599,0.8682,0,0,1,4,0,1
118,2554,595,0,595,0,49,1324,0.0,29.82,41.99,15.442,5141.4016,-1.0,-1.0,0,0,1,4,0,1
22,420,83,0,83,0,7,155,0.0,2.15,2.09,0.0019,0.1024,-1.0,-1.0,0,0,1,4,0,1
60,1694,469,2,467,2,37,559,8.004,24.15,81.01,365.7895,44479.8976,0.8061,1.37,0,0,4,15,0,1
41,1028,237,0,237,0,20,363,0.0,7.02,12.85,2.0213,329.1136,-1.0,-1.0,0,0,1,4,0,1
22,719,160,3,157,3,9,195,0.0,4.1,9.35,0.0555,40.448,0.5304,1.37,0,0,1,4,0,1
21,1568,533,4,529,4,19,376,0.0,13.36,63.99,0.2826,608.8704,1.6356,5.5015,0,0,1,4,0,1
21,1175,343,4,339,4,15,321,0.39,8.52,33.14,43.4642,376366.08,1.6632,5.612,0,0,3,12,0,1
19,1172,347,4,343,4,18,303,0.0,88.25,28.0,0.7675,9506.816,2.0241,5.7837,0,0,1,4,0,1
19,1189,392,4,388,4,19,287,0.0,79.07,36.32,0.3746,570.368,1.9778,5.5978,0,0,1,4,0,1
20,198,12,0,12,0,1,106,0.0,6.57,1.41,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
59,567,33,0,33,0,6,315,0.0,19.33,8.89,0.0012,0.4096,-1.0,-1.0,0,0,1,4,0,1
25,323,45,0,45,0,3,129,0.0,13.3,6.57,0.0089,0.0,-1.0,-1.0,0,0,1,4,0,1
29,296,23,0,23,0,3,187,0.0,10.59,6.89,0.1399,9.3184,-1.0,-1.0,0,0,1,4,0,1
20,198,12,0,12,0,1,111,0.0,6.56,1.41,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
44,496,49,0,49,0,3,241,0.0,20.02,7.33,0.0126,0.0,-1.0,-1.0,0,0,1,4,0,1
18,259,17,1,16,1,1,106,0.0,7.04,2.39,0.006,0.0,1.6202,1.6202,0,0,1,4,0,1
46,467,86,0,86,0,2,173,0.0,23.22,11.68,1.1884,0.0,-1.0,-1.0,0,0,1,4,0,1
149,1828,336,0,336,0,75,1190,1.757,182.46,156.84,7426.9278,414972222.976,-1.0,-1.0,0,0,6,17,0,1
64,2157,606,120,486,120,25,2162,0.0,121.42,120.16,0.2519,0.0,2.2387,2.5912,0,0,1,4,0,1
159,2504,616,0,616,0,42,1121,3.904,170.29,320.7,156.4072,19759.7184,-1.0,-1.0,0,0,34,77,0,1
65,681,35,0,35,0,2,336,0.0,23.09,3.71,0.1701,0.512,-1.0,-1.0,0,0,1,4,0,1
127,2401,577,1,576,1,33,1429,0.0,178.7,58.1,171.2691,61863.0144,0.0548,0.0548,0,0,3,11,0,1
152,1880,207,4,203,4,36,1087,0.0,122.23,101.04,14.0996,272.7936,1.9435,3.3864,0,0,1,4,0,1
43,555,72,1,71,1,6,213,0.0,12.67,7.64,0.0028,0.6144,0.0548,0.0548,0,0,1,4,0,1
81,1847,538,2,536,2,33,764,0.0,120.98,129.86,53.165,4379.136,0.3182,0.5816,0,0,5,4,0,1
57,490,54,0,54,0,5,294,0.0,17.06,8.11,43.0555,12728.1152,-1.0,-1.0,0,0,1,5,0,1
65,813,115,0,115,0,2,356,0.0,32.0,12.36,1.7235,0.0,-1.0,-1.0,0,0,1,4,0,1
47,958,215,1,214,1,17,325,0.0,31.36,12.32,7.1493,18008.7808,0.0548,0.0548,0,0,1,4,0,1
40,710,131,4,127,4,8,211,0.0,19.75,9.35,0.502,192.1024,0.2142,0.5816,0,0,1,4,0,1
64,4841,2065,9,2056,9,21,771,0.0,501.44,470.66,144.2691,57794.4576,1.1154,5.7562,0,0,1,52,0,1
117,1379,214,0,214,0,16,629,0.0,88.21,67.77,0.0529,0.0,-1.0,-1.0,0,0,1,4,0,1
44,509,37,0,37,0,3,249,0.0,17.94,2.84,0.0258,13.0048,-1.0,-1.0,0,0,1,4,0,1
146,1566,138,0,138,0,22,674,0.0,12.88,13.41,3.5511,366.592,-1.0,-1.0,0,0,1,4,0,1
120,2640,635,0,635,0,47,1296,0.0,122.4,39.98,8.0505,9283.584,-1.0,-1.0,0,0,1,5,0,1
23,424,81,0,81,0,7,155,0.0,9.48,2.15,0.0019,0.1024,-1.0,-1.0,0,0,1,4,0,1
61,1735,485,2,483,2,37,558,0.0,84.45,106.05,20.1889,2247.9872,0.8061,1.37,0,0,1,5,0,1
42,1053,248,0,248,0,21,377,0.0,40.46,12.41,3.0294,4270.6944,-1.0,-1.0,0,0,1,5,0,1
22,715,159,3,156,3,9,193,0.0,20.66,9.35,0.0335,43.7248,0.5304,1.37,0,0,1,4,0,1
21,1813,655,4,651,4,20,384,0.0,134.71,93.84,2.713,20959.4368,1.8082,6.1922,0,0,1,4,0,1
64,1216,278,8,270,8,20,512,0.0,61.26,29.21,0.5412,977.3056,0.8402,5.7753,0,0,1,4,0,1
64,1390,360,9,351,9,20,542,0.0,82.29,41.85,11.1394,2940.1088,1.6599,5.7491,0,0,1,4,0,1
127,1425,199,0,199,0,16,759,0.0,92.68,67.05,0.0136,0.0,-1.0,-1.0,0,0,1,4,0,1
36,467,43,0,43,0,1,160,0.0,14.68,5.9,0.8087,0.0,-1.0,-1.0,0,0,1,4,0,1
158,1800,288,6,282,6,21,1639,0.0,117.57,83.59,0.5732,15.7696,3.3924,3.7355,0,0,1,4,0,1
67,659,28,0,28,0,1,285,0.0,23.48,3.43,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
125,3450,1079,5,1074,5,52,1045,0.0,197.47,163.32,91.9197,79343.3088,3.2231,5.8957,0,0,1,6,0,1
31,462,66,0,66,0,7,174,0.0,32.14,11.03,0.0002,0.1024,-1.0,-1.0,0,0,1,4,0,1
66,1639,442,1,441,1,36,540,0.0,105.02,134.97,0.9057,835.7888,0.553,0.553,0,0,1,4,0,1
44,1319,418,0,418,0,19,340,0.0,44.77,19.44,13.0174,35966.2592,-1.0,-1.0,0,0,1,4,0,1
139,2931,661,0,661,0,55,1629,0.0,142.83,52.28,36.2725,14143.3856,-1.0,-1.0,0,0,3,4,0,1
57,787,183,0,183,0,17,290,0.0,39.71,18.55,40.0123,11436.7488,-1.0,-1.0,0,0,1,4,0,1
20,264,40,0,40,0,2,111,0.0,11.48,6.2,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
151,1879,207,4,203,4,37,1076,0.195,125.21,100.41,14.3961,67.8912,1.9435,3.3864,0,0,1,4,0,1
22,417,80,0,80,0,7,177,0.0,8.53,2.09,0.0024,0.2048,-1.0,-1.0,0,0,1,4,0,1
30,2273,938,5,933,5,21,358,0.0,204.79,151.25,23.0114,5304.1152,1.3137,5.7043,0,0,1,4,0,1
157,2583,539,112,427,112,50,1428,0.0,146.02,131.3,71.426,436.9408,0.9208,3.9174,0,0,1,4,0,1
63,2039,623,2,621,2,39,602,0.0,112.53,193.2,5.1672,1424.1792,0.8051,1.3679,0,0,1,4,0,1
41,1168,310,0,310,0,22,394,0.195,41.87,15.84,4.1289,6538.24,-1.0,-1.0,0,0,1,10,0,1
22,731,169,3,166,3,11,203,0.0,20.36,9.52,0.1401,453.9392,0.5297,1.3679,0,0,1,4,0,1
21,1219,369,3,366,3,20,276,0.0,65.96,33.41,0.3248,462.6432,1.7869,4.4679,0,0,1,4,0,1
21,1226,377,3,374,3,20,270,0.0,63.47,28.93,0.3971,384.7168,2.1396,5.5265,0,0,1,4,0,1
21,1956,743,3,740,3,21,322,0.0,168.55,125.93,1.5927,4454.5024,2.2071,5.7283,0,0,1,4,0,1
21,1022,290,2,288,2,14,211,0.0,34.54,23.29,0.1267,42.496,0.4463,0.8029,0,0,1,5,0,1
31,768,154,0,154,0,10,199,0.0,18.13,9.06,0.0101,17.6128,-1.0,-1.0,0,0,1,4,0,1
147,1996,280,1,279,1,24,988,0.0,104.12,71.91,13.5188,348.8768,3.0107,3.0107,0,0,1,4,0,1
67,710,34,0,34,0,2,317,0.0,24.61,3.91,0.0078,0.2048,-1.0,-1.0,0,0,1,4,0,1
97,1104,148,0,148,0,16,575,0.0,67.35,59.04,0.0097,0.0,-1.0,-1.0,0,0,1,4,0,1
38,431,29,0,29,0,2,198,0.0,15.17,2.2,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
195,2560,438,1,437,1,28,1502,0.0,215.56,187.17,29.5903,34317.1072,3.0838,3.0838,0,0,16,11,0,1
90,917,52,0,52,0,5,391,0.0,31.52,4.86,0.025,0.0,-1.0,-1.0,0,0,1,4,0,1
145,1642,180,0,180,0,10,969,0.0,53.88,15.57,2.0689,706.9696,-1.0,-1.0,0,0,1,5,0,1
132,1462,148,0,148,0,15,666,0.0,62.79,54.68,0.0997,2.1504,-1.0,-1.0,0,0,1,4,0,1
156,2198,382,0,382,0,24,1204,0.0,114.82,84.48,0.1222,1806.848,-1.0,-1.0,0,0,13,15,0,1
98,1333,208,0,208,0,14,659,0.0,36.77,8.31,10.5996,0.6144,-1.0,-1.0,0,0,1,4,0,1
81,959,118,0,118,0,11,537,0.0,37.12,16.16,0.9196,4972.2368,-1.0,-1.0,0,0,14,9,0,1
78,960,133,0,133,0,32,601,0.0,34.82,10.41,0.217,0.2048,-1.0,-1.0,0,0,1,4,0,1
142,1653,181,6,175,6,14,667,0.0,82.47,64.0,0.0235,0.0,2.4311,3.4109,0,0,1,4,0,1
119,1400,160,0,160,0,21,712,0.0,76.31,59.48,0.0535,2.048,-1.0,-1.0,0,0,1,4,0,1
104,1406,230,0,230,0,31,1177,0.0,76.29,62.86,0.0097,0.0,-1.0,-1.0,0,0,1,4,0,1
31,326,17,0,17,0,1,165,0.0,9.73,2.43,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
52,534,32,0,32,0,3,220,0.0,12.97,2.73,0.0013,0.0,-1.0,-1.0,0,0,1,4,0,1
153,1953,350,0,350,0,22,980,0.0,120.95,81.1,45.1905,307.712,-1.0,-1.0,0,0,15,5,0,1
91,885,44,0,44,0,3,332,0.0,30.16,4.82,0.0003,0.0,-1.0,-1.0,0,0,1,4,0,1
123,1374,214,0,214,0,29,823,0.0,81.83,74.95,0.0175,0.0,-1.0,-1.0,0,0,1,4,0,1
59,660,49,0,49,0,3,306,0.0,23.77,3.92,0.0098,0.2048,-1.0,-1.0,0,0,1,4,0,1
33,385,35,0,35,0,4,170,0.0,13.94,2.32,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
61,655,42,1,41,1,5,300,0.0,25.38,5.05,0.044,0.0,1.094,1.094,0,0,1,4,0,1
119,2293,567,2,565,2,51,1052,0.195,129.74,97.57,236.5732,31036.6208,2.8402,5.5906,0,0,13,17,0,1
42,542,64,0,64,0,7,220,0.0,30.9,10.65,0.0053,0.1024,-1.0,-1.0,0,0,1,4,0,1
73,1845,504,1,503,1,36,631,12.103,99.83,197.93,377.9182,44676.7104,0.5816,0.5816,0,0,38,96,0,1
54,1055,241,0,241,0,18,391,0.0,45.32,17.2,18.0221,226713.9072,-1.0,-1.0,0,0,8,9,0,1
50,1218,325,2,323,2,18,311,0.0,88.3,51.13,0.2985,356.2496,3.0362,5.9836,0,0,3,10,0,1
45,1109,293,2,291,2,18,306,0.0,80.87,37.56,0.2733,61.5424,2.8824,5.6754,0,0,1,4,0,1
132,5306,1904,0,1904,0,54,1399,0.0,217.54,135.1,212.2216,299634.3808,-1.0,-1.0,0,0,1,8,0,1
22,418,84,0,84,0,7,161,0.0,8.69,2.13,0.0033,0.512,-1.0,-1.0,0,0,1,4,0,1
40,1738,428,0,428,0,22,595,0.0,52.8,25.19,59.031,77336.064,-1.0,-1.0,0,0,9,13,0,1
63,3013,941,2,939,2,40,797,0.0,129.12,175.3,96.3094,52357.12,0.8061,1.37,0,0,1,7,0,1
22,731,169,3,166,3,10,196,0.0,20.9,9.52,0.4853,209.6128,0.5304,1.37,0,0,1,4,0,1
21,3185,1360,4,1356,4,24,691,1.171,375.76,326.93,64.7696,157610.1888,1.83,6.2792,0,0,16,31,0,1
45,1113,295,2,293,2,19,308,0.0,74.93,32.57,0.2817,308.6336,2.867,5.6452,0,0,1,4,0,1
45,1249,356,2,354,2,18,338,0.0,103.93,51.68,33.0036,25781.6576,2.8834,5.6775,0,0,8,10,0,1
42,2405,945,6,939,6,20,427,0.39,278.96,217.61,16.6218,377334.0672,1.1029,5.6397,0,0,29,57,0,1
187,2910,576,129,447,129,52,1836,0.0,230.8,181.9,24.1829,3174.7072,1.3868,6.1395,0,0,1,4,0,1
24,327,42,0,42,0,3,130,0.0,9.77,3.58,0.0,0.0,-1.0,-1.0,0,0,4,6,0,1
158,1822,276,0,276,0,27,1119,0.0,128.18,81.14,0.4618,80.6912,-1.0,-1.0,0,0,1,4,0,1
64,706,51,0,51,0,3,323,0.0,25.0,5.66,0.1625,4.5056,-1.0,-1.0,0,0,1,4,0,1
196,2794,231,4,227,4,12,600,0.0,125.41,56.98,0.8927,7.2704,1.1139,1.2791,0,0,1,4,0,1
183,4908,1523,0,1523,0,80,1845,0.0,273.46,169.34,366.9195,54090.5472,-1.0,-1.0,0,0,7,20,0,1
22,394,71,0,71,0,6,133,0.0,7.92,2.0,0.0012,0.1024,-1.0,-1.0,0,0,1,4,0,1
74,2040,544,1,543,1,35,547,0.0,89.84,107.25,14.1271,1141.5552,0.553,0.553,0,0,1,4,0,1
64,1601,400,0,400,0,20,426,0.0,47.78,25.44,20.8758,32912.2816,-1.0,-1.0,0,0,1,4,0,1
45,977,172,3,169,3,10,243,0.0,26.16,18.3,1.0521,330.3424,0.258,0.553,0,0,1,4,0,1
34,381,32,0,32,0,4,174,0.0,14.64,2.42,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
37,414,26,0,26,0,1,166,0.0,11.42,2.23,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
59,1094,302,109,193,109,3,336,0.0,8.27,17.48,0.0273,0.0,0.8849,3.3864,0,1,1,4,0,1
45,2673,963,7,956,7,20,451,0.195,257.34,189.2,42.4587,39370.3424,1.6456,5.7166,0,0,1,4,0,1
123,2681,644,0,644,0,53,1339,0.0,125.63,40.74,9.4741,1446.0928,-1.0,-1.0,0,0,2,4,0,1
23,428,83,0,83,0,7,155,0.0,9.51,2.14,0.006,0.1024,-1.0,-1.0,0,0,1,4,0,1
61,1472,355,2,353,2,37,555,0.0,70.98,93.8,0.5689,630.5792,0.8061,1.37,0,0,1,4,0,1
42,1035,239,0,239,0,20,360,0.0,40.13,12.71,4.0638,338.7392,-1.0,-1.0,0,0,1,4,0,1
22,792,199,3,196,3,9,193,0.0,20.63,9.73,0.0204,52.1216,0.5304,1.37,0,0,1,4,0,1
21,1263,380,4,376,4,20,327,0.0,68.78,35.26,0.4648,2287.0016,1.7037,5.774,0,0,2,4,0,1
194,3695,907,0,907,0,59,1658,5.661,301.11,419.96,45.9593,3600.0768,-1.0,-1.0,0,0,30,91,0,1
75,709,25,0,25,0,2,381,0.0,18.44,3.64,0.0035,0.0,-1.0,-1.0,0,0,1,4,0,1
109,1126,66,1,65,1,2,527,0.0,38.38,8.11,0.3045,9.728,1.0467,1.0467,0,0,1,4,0,1
127,2871,717,0,717,0,47,1343,0.0,124.52,47.87,5.7238,984.2688,-1.0,-1.0,0,0,1,4,0,1
30,479,84,0,84,0,7,202,0.0,10.41,2.39,0.002,0.1024,-1.0,-1.0,0,0,1,4,0,1
46,1020,224,0,224,0,20,364,0.0,37.98,12.63,0.4178,91.8528,-1.0,-1.0,0,0,3,4,0,1
68,1469,323,2,321,2,38,643,0.0,64.3,61.6,0.0847,149.504,0.8061,1.37,0,0,1,4,0,1
22,710,162,3,159,3,9,185,0.0,19.79,9.26,0.0153,34.816,0.5304,1.37,0,0,1,4,0,1
21,1047,288,3,285,3,14,253,0.0,46.06,26.99,0.1169,251.904,0.3469,0.8682,0,0,1,4,0,1
21,1051,288,3,285,3,14,253,0.0,43.34,20.76,0.1137,248.9344,0.3469,0.8682,0,0,1,4,0,1
21,1043,284,3,281,3,14,253,0.0,43.38,20.7,0.1151,251.904,0.3469,0.8682,0,0,1,4,0,1
53,658,91,0,91,0,1,232,0.0,22.87,5.95,0.0058,0.0,-1.0,-1.0,0,0,1,4,0,1
215,2701,371,3,368,3,98,2616,0.0,172.74,196.96,21.2398,666.5216,1.9394,3.3864,0,0,1,4,0,1
136,1793,262,6,256,6,30,783,0.0,93.41,33.93,28.9538,1280.2048,3.7128,5.754,0,0,1,5,0,1
59,769,74,0,74,0,8,324,0.0,34.05,12.16,220.4518,112791.04,-1.0,-1.0,0,0,1,4,0,1
53,727,79,0,79,0,9,286,0.0,41.41,12.05,0.6886,91.4432,-1.0,-1.0,0,0,1,4,0,1
63,1465,386,13,373,13,20,389,0.0,143.42,107.95,21.9935,7411.0976,4.3226,5.7931,0,0,1,4,0,1
57,592,29,0,29,0,4,222,0.0,19.67,7.63,1.3192,0.0,-1.0,-1.0,0,0,1,4,0,1
106,1370,196,0,196,0,22,684,0.0,77.66,71.96,0.0593,0.0,-1.0,-1.0,0,0,1,4,0,1
0,0,0,0,0,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,0,0,0,0,0,0
44,480,29,0,29,0,2,246,0.0,17.64,2.52,0.0116,2.4576,-1.0,-1.0,0,0,1,4,0,1
66,918,117,2,115,2,17,338,0.0,40.48,104.5,0.1114,69.5296,0.4771,0.8702,0,0,1,4,0,1
21,4207,1522,4,1518,4,19,2633,0.0,224.75,199.7,91.7307,22746.4192,1.7883,6.1121,0,0,1,7,0,1
171,1988,236,2,234,2,17,964,0.0,98.86,69.95,1.1412,9.5232,2.2979,3.0838,0,0,1,4,0,1
117,1387,219,0,219,0,16,629,0.0,90.05,70.64,0.0452,0.0,-1.0,-1.0,0,0,1,4,0,1
279,3615,660,26,634,26,43,1476,0.0,190.58,135.41,14.3174,314.0608,4.276,6.283,0,0,1,4,0,1
165,1894,311,0,311,0,41,1167,0.0,97.53,85.41,0.0489,48.4352,-1.0,-1.0,0,0,1,4,0,1
82,756,60,0,60,0,7,364,0.0,31.53,6.81,0.002,1.3312,-1.0,-1.0,0,0,1,4,0,1
119,1304,151,0,151,0,15,658,0.0,76.09,58.76,0.0136,0.0,-1.0,-1.0,0,0,1,4,0,1
27,303,21,0,21,0,1,128,0.0,8.45,1.76,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
138,1891,271,0,271,0,17,889,0.0,122.02,78.73,0.4036,0.0,-1.0,-1.0,0,0,1,4,0,1
63,740,69,0,69,0,8,388,0.0,31.05,9.64,0.0399,0.0,-1.0,-1.0,0,0,1,4,0,1
185,2425,501,7,494,7,60,2133,0.195,167.26,138.16,11.8226,284.16,2.2223,4.3624,0,0,8,28,0,1
189,2473,387,7,380,7,39,1151,0.0,115.62,75.85,8.4765,515.6864,2.8481,3.7355,0,0,1,4,0,1
124,2708,651,0,651,0,56,1319,0.0,122.2,44.23,17.2048,9762.4064,-1.0,-1.0,0,0,7,9,0,1
22,418,82,0,82,0,7,148,0.0,8.75,2.09,0.006,0.1024,-1.0,-1.0,0,0,1,4,0,1
68,2010,593,2,591,2,38,651,12.494,99.96,212.82,3651.3501,94035.2512,0.8061,1.37,0,0,17,74,0,1
41,1121,287,0,287,0,19,347,0.0,40.8,14.49,6.7564,39830.2208,-1.0,-1.0,0,0,1,4,0,1
36,406,26,0,26,0,1,159,0.0,10.42,2.12,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
22,721,162,3,159,3,9,195,0.0,20.05,9.4,0.1106,66.7648,0.5304,1.37,0,0,1,5,0,1
21,2701,1112,4,1108,4,30,461,0.39,191.7,147.6,95.9429,3790948.4544,1.7417,5.9262,0,0,16,62,0,1
123,2963,769,0,769,0,48,1303,0.0,124.3,41.98,27.308,11288.4736,-1.0,-1.0,0,0,1,4,0,1
22,422,83,0,83,0,7,148,0.0,7.99,2.09,0.0061,0.1024,-1.0,-1.0,0,0,1,4,0,1
60,1905,576,2,574,2,37,548,0.0,90.16,107.68,147.2653,4793.0368,0.8061,1.37,0,0,7,36,0,1
41,1145,298,0,298,0,21,354,0.0,40.41,13.93,8.1322,10070.3232,-1.0,-1.0,0,0,6,4,0,1
22,744,173,3,170,3,9,196,0.0,21.06,9.55,0.41,296.448,0.5304,1.37,0,0,1,4,0,1
21,2620,1069,4,1065,4,20,477,0.0,223.79,177.23,6.3681,151840.768,1.6759,5.6627,0,0,6,15,0,1
174,3160,647,1,646,1,24,1217,0.0,207.55,133.09,0.3166,2687.7952,4.3585,4.3585,0,0,1,4,0,1
87,1032,121,0,121,0,3,437,0.0,34.84,11.45,0.3451,4.8128,-1.0,-1.0,0,0,1,4,0,1
55,671,48,0,48,0,2,222,0.0,26.91,13.54,0.0003,0.1024,-1.0,-1.0,0,0,1,4,0,1
89,1119,163,0,163,0,4,426,0.0,31.87,8.58,0.0754,2.048,-1.0,-1.0,0,0,1,4,0,1
123,2552,579,0,579,0,51,1310,0.0,112.71,39.25,7.7735,4606.3616,-1.0,-1.0,0,0,1,4,0,1
22,422,84,0,84,0,7,148,0.0,8.77,2.09,0.0063,0.1024,-1.0,-1.0,0,0,1,4,0,1
41,1156,306,0,306,0,21,380,0.0,41.57,14.02,1.5945,3386.9824,-1.0,-1.0,0,0,1,4,0,1
60,1423,335,2,333,2,37,545,0.0,65.14,73.53,0.6197,155.5456,0.8061,1.37,0,0,1,4,0,1
22,735,170,3,167,3,10,196,0.0,20.47,9.48,0.5966,90.112,0.5304,1.37,0,0,1,5,0,1
21,1505,504,4,500,4,20,323,0.0,109.52,70.35,0.3512,1909.5552,1.3489,4.355,0,0,2,5,0,1
155,1684,148,0,148,0,19,1016,0.0,83.99,62.3,0.014,1.1264,-1.0,-1.0,0,0,1,4,0,1
57,632,45,0,45,0,3,268,0.0,18.14,5.0,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
22,1238,372,3,369,3,19,323,0.0,87.72,29.68,0.669,5583.1552,2.1665,5.8068,0,0,1,4,0,1
190,3680,426,37,389,37,22,1015,0.39,148.2,194.87,13.4832,658.2272,3.0255,6.3771,0,0,25,58,0,1
38,423,25,0,25,0,1,165,0.0,10.84,2.22,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
22,885,228,2,226,2,12,215,0.0,29.28,15.2,0.1008,21.8112,0.3463,0.6034,0,0,1,4,0,1
96,972,110,0,110,0,11,440,0.0,64.71,68.52,1.5005,0.0,-1.0,-1.0,0,0,1,4,0,1
51,407,16,0,16,0,1,222,0.0,12.57,2.29,0.0045,0.0,-1.0,-1.0,0,0,1,4,0,1
90,1746,457,0,457,0,4,335,0.0,105.21,307.9,8.0954,0.0,-1.0,-1.0,0,0,1,4,0,1
209,2403,256,1,255,1,48,1197,0.0,156.24,115.88,32.8078,4678.3488,0.029,0.029,0,0,1,4,0,1
167,2189,322,3,319,3,31,1336,0.0,130.98,112.9,0.7117,232.7552,1.1269,3.3806,0,0,1,6,2,1
68,710,36,0,36,0,2,427,0.0,19.3,3.8,0.0035,0.0,-1.0,-1.0,0,0,1,4,0,1
155,2056,238,15,223,15,39,1193,0.0,127.07,111.09,48.3905,3640.5248,1.175,4.1206,0,0,1,4,0,1
165,2603,552,0,552,0,49,1080,0.586,158.39,293.52,0.0241,10.24,-1.0,-1.0,0,0,5,16,0,1
57,626,43,0,43,0,2,292,0.0,23.88,5.43,0.0048,0.0,-1.0,-1.0,0,0,1,4,0,1
278,3559,385,14,371,14,36,1302,0.0,181.7,110.55,0.3737,0.0,2.2544,3.4109,0,0,1,4,0,1
36,402,24,0,24,0,1,159,0.0,11.03,2.16,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
110,1220,171,0,171,0,13,653,0.586,72.48,42.61,1.406,0.2048,-1.0,-1.0,0,0,6,7,0,1
64,1129,239,6,233,6,20,497,0.0,45.8,21.59,0.1516,168.2432,0.2438,0.5816,0,0,1,4,0,1
0,0,0,0,0,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,0,0,0,0,0,0
348,13414,1310,79,1231,79,73,2220,0.0,749.27,736.3,167.9574,7099.8016,2.7852,6.1797,0,0,1,4,0,1
0,0,0,0,0,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,0,0,0,0,0,0
35,1832,788,12,776,12,13,205,0.0,270.44,261.95,26.7726,186.0608,3.06,5.6866,0,0,1,13,0,1
184,2268,111,1,110,1,17,555,0.0,97.78,32.32,0.0736,26.3168,0.6056,0.6056,0,0,1,4,0,1
20,266,41,0,41,0,2,105,0.0,11.65,6.22,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
26,312,49,0,49,0,9,173,0.0,21.16,15.33,4.0495,6.0416,-1.0,-1.0,0,0,1,4,0,1
20,269,42,0,42,0,2,105,0.0,11.6,6.22,0.0,0.0,-1.0,-1.0,0,0,1,4,0,1
37,373,38,0,38,0,6,178,0.0,22.56,15.46,3.8683,0.0,-1.0,-1.0,0,0,1,4,0,1
34,403,48,0,48,0,3,187,0.0,16.63,6.87,0.0001,0.0,-1.0,-1.0,0,0,1,4,0,1
318,3156,494,1,493,1,21,697,0.0,429.91,862.59,73.9973,2340.1472,0.029,0.029,0,0,2,7,0,1
